3,17,19,19,0,223.21549350571522,0.0,-----,
4,14,32,1,0,232.81460196688695,0.0,-----,
7,3,37,34,0,233.93053349231693,0.0,-----,
23,10,5,14,0,236.84525608295388,0.0,-----,
2,27,4,4,0,239.14723433274324,0.0,-----,
6,18,9,29,0,239.53419150509598,0.0,-----,
39,19,8,15,0,246.6218790395532,0.0,-----,
34,43,4,3,0,251.98055361475815,0.0,-----,
39,19,28,8,0,259.3573945832276,0.0,-----,
18,4,41,3,0,265.81044491328777,0.0,-----,
10,19,13,28,0,267.8973125826387,0.0,-----,
4,18,4,7,0,279.8157486918847,0.0,-----,
38,16,11,3,0,284.22502198962,0.0,-----,
35,23,6,39,0,305.12644666760696,0.0,-----,
15,29,6,23,0,311.5732521831744,0.0,-----,
26,15,1,38,0,321.6065253147081,0.0,-----,
27,23,13,10,0,332.732422525969,0.0,-----,
36,37,14,21,0,347.98169150833206,0.0,-----,
34,42,21,39,0,368.1187332152495,0.0,-----,
24,38,28,30,0,371.9406780778354,0.0,-----,
16,44,44,13,0,378.8727535730169,0.0,-----,
34,45,38,13,0,388.63760515549706,0.0,-----,
4,46,18,7,0,406.6712369236359,0.0,-----,
36,31,40,45,0,427.6015908822136,0.0,-----,
29,36,27,42,0,447.69874215704465,0.0,-----,
